"CARD_ID","x1","x2","x3","x4","x5","y"
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"8E",228,0.020979020979021,0.00368629818056394,0.00286123032904149,0.00212616153566427,1
"82",43.54,0,0.00255989497866754,0.00317649624806835,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"DD",2,0,0.000554733727810651,0.00194574746569687,0.00240137056838599,0
"37",0,0,0.014207650273224,0.000756565449322938,0.00212616153566427,0
"F3",60.81,0.0090702947845805,0.00331868895982806,0.001543630255153,0.00240137056838599,0
"77",0,0,0,0.00209927187778465,0.00240137056838599,0
"C8",65.7,0,0.000554733727810651,0.00223303076125526,0.00240137056838599,0
"73",28.21,0.0120845921450151,0.00368629818056394,0.00194574746569687,0.00240137056838599,1
"3B",36.33,0.000201694231544978,0.00147577651209445,0.00223303076125526,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"07",38.92,0,0.00343575144792382,0.00223303076125526,0.00240137056838599,1
"05",0.01,0,0.00344735421019042,0.00209927187778465,0.00212616153566427,0
"C2",54,0,0.00224880585027687,0.00165627435697584,0.00240137056838599,1
"BB",18.75,0.000201694231544978,0.00224880585027687,0.00204835188529229,0.00212616153566427,0
"45",7.7,0.0248447204968944,0.00667121153097,0.00194574746569687,0.00212616153566427,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"1E",287.57,0,0.00135547272111149,0.00194574746569687,0.00240137056838599,1
"21",2.99,0.000309380969035,0.00143008849557522,0.00317649624806835,0.00240137056838599,0
"E5",709.92,0,0,0.00317649624806835,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"37",0.89,0.00653630520990018,0.00344735421019042,0.00223303076125526,0.00240137056838599,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"34",129.94,0.142857142857143,0.000554733727810651,0.00317649624806835,0.00240137056838599,0
"DF",12.31,0.00116666666666667,0.00190345894179579,0.00317649624806835,0.00212616153566427,0
"07",0,0,0.00343575144792382,0.00223303076125526,0.00240137056838599,1
"20",0,0,0.00393314595084039,0.00223303076125526,0.00212616153566427,0
"9E",126.64,0,0.00196078431372549,0.001543630255153,0.00240137056838599,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"81",2.09,0.00410935927541094,0.00344735421019042,0.00317649624806835,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"8E",399,0.0714285714285714,0.0109811410837909,0.00286123032904149,0.00212616153566427,1
"C5",5.2,7.3351426685249e-05,0.00143008849557522,0.00194574746569687,0.00212616153566427,0
"AD",23.88,0,0.00160901045856798,0.000756565449322938,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"8E",1,0.0130023640661939,0.00343575144792382,0.00286123032904149,0.00212616153566427,1
"4E",189.39,0,0.00218644404690916,0.00245905496987952,0.00240137056838599,0
"07",0,0,0.00343575144792382,0.00223303076125526,0.00240137056838599,1
"6F",250.27,0.0151355156634988,0.00577663671373556,0.00317649624806835,0.00240137056838599,1
"F3",40.54,0.00216450216450216,0.00331868895982806,0.001543630255153,0.00240137056838599,0
"07",5.37,0,0.00343575144792382,0.00223303076125526,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"B2",0,0,0.014207650273224,0.00194574746569687,0.00212616153566427,0
"07",0,0,0.00343575144792382,0.00223303076125526,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"48",19.36,0,0.000722920599220852,0.00223303076125526,0.00240137056838599,0
"6D",0,0,0.000188046510170182,0.00245905496987952,0.00240137056838599,0
"7F",118,0,0.000743235396585762,0.00317649624806835,0.00212616153566427,0
"E5",692.94,0.0714285714285714,0.0172413793103448,0.00317649624806835,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"6B",232.69,0,0.014207650273224,0.00194574746569687,0.00212616153566427,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"57",399,0.0975609756097561,0.0109811410837909,0.00223303076125526,0.00240137056838599,1
"EE",15,0,0.00115210082057793,0.00317649624806835,0.00240137056838599,0
"95",106.7,0,0.000728013977868375,0.00223303076125526,0.00240137056838599,0
"04",43.85,0.00206486092554354,0.00117666834762145,0.00317649624806835,0.00212616153566427,0
"E5",1,0.352941176470588,0.00393314595084039,0.00317649624806835,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"1E",567.46,1,0.00368629818056394,0.00194574746569687,0.00240137056838599,1
"6B",149,0,0.00224880585027687,0.00209927187778465,0.00240137056838599,0
"F1",5.74,0.000991244011234099,0.00359496704613541,0.00245905496987952,0.00240137056838599,0
"42",361.62,0,0.000728013977868375,0.00209927187778465,0.00240137056838599,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"3D",80,0.000201694231544978,0.00667121153097,0.00179312222228798,0.000978932963070253,0
"14",28.34,0.00216450216450216,0.00331868895982806,0.00223303076125526,0.00240137056838599,0
"6F",27.53,0.00914076782449726,0.0115354462985777,0.00223303076125526,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"1E",234.89,0,0.000269097514211712,0.00194574746569687,0.00240137056838599,1
"B5",228,0.0566037735849057,0.00368629818056394,0.00204835188529229,0.00212616153566427,1
"41",2.06,1,0.00878573301862051,0.00179312222228798,0.00240137056838599,1
"CB",147.36,0.00133094871688225,0.00117666834762145,0.00194574746569687,0.00240137056838599,0
"F1",38.52,0,0.000728013977868375,0.00223303076125526,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"60",191,0,0.00217323812480596,0.00223303076125526,0.00212616153566427,0
"80",0,0,0.014207650273224,0.00194574746569687,0.00240137056838599,0
"EB",160.15,0.0188679245283019,0.00247392075207191,0.00223303076125526,0.00240137056838599,1
"59",11.35,0,0.00237154150197628,0.00194574746569687,0.00240137056838599,0
"86",71.7,0,0.00204798127559977,0.00194574746569687,0.00212616153566427,0
"27",0.99,0.00410935927541094,0.00344735421019042,0.000756565449322938,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"14",28.34,0.00216450216450216,0.00331868895982806,0.00223303076125526,0.00240137056838599,0
"F1",11.97,0,0.00279524807826695,0.00179312222228798,0.00240137056838599,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"57",228,0.0566037735849057,0.00368629818056394,0.00223303076125526,0.00240137056838599,1
"73",0,0.0120845921450151,0.00368629818056394,0.00194574746569687,0.00240137056838599,1
"48",0,0,0.014207650273224,0.00223303076125526,0.00240137056838599,0
"1C",30.59,0.00133094871688225,0.00117666834762145,0.00147911312974362,0.00212616153566427,0
"57",228,0.0566037735849057,0.00368629818056394,0.00223303076125526,0.00240137056838599,1
"77",0,0,0,0.00209927187778465,0.00240137056838599,0
"6C",38.66,0,0.000728013977868375,0.00194574746569687,0.00240137056838599,0
"5F",69.85,0.000465187014125583,0,0.00194574746569687,0.00240137056838599,0
"32",9.9,0.000528591515049,0.000508124437731155,0.00223303076125526,0.00240137056838599,0
"94",1.98,0.000528591515049,0.000508124437731155,0.00194574746569687,0.00240137056838599,0
"6F",639.99,0.5,0.00577663671373556,0.00317649624806835,0.00240137056838599,1
"07",0,0,0.00343575144792382,0.00223303076125526,0.00240137056838599,1
"0D",1.5,0.00645161290322581,0.00587544065804935,0.00194574746569687,0.00212616153566427,0
"25",39.05,0.000201694231544978,0.00393492243662505,0.00317649624806835,0.00212616153566427,0
"14",28.34,0.0090702947845805,0.00331868895982806,0.00223303076125526,0.00240137056838599,0
"07",19.44,0,0.00343575144792382,0.00223303076125526,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
