"CARD_ID","x1","x2","x3","x4","x5","y"
"74",57.45,0,0.00343575144792382,0.00194574746569687,0.00212616153566427,1
"AD",46.8,0,0.00359496704613541,0.00317649624806835,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"33",275,0.00764705882352941,0.00368629818056394,0.00317649624806835,0.00212616153566427,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"9E",5.99,0,0.00878573301862051,0.000756565449322938,0.00212616153566427,0
"E1",590.2,0,0.00224880585027687,0.00194574746569687,0.00212616153566427,0
"8D",17.99,0.000528591515049,0.000508124437731155,0.00194574746569687,0.00240137056838599,0
"11",16.52,0.00495662949194548,0.00331868895982806,0.00223303076125526,0.00240137056838599,0
"DE",6.95,0,0.00204798127559977,0.00245905496987952,0.00212616153566427,0
"14",0,0.181488203266788,0.00359496704613541,0.00204835188529229,0.00212616153566427,1
"7A",14.95,0,0.00177095631641086,0.00223303076125526,0.00240137056838599,1
"71",27.4,0,0.00165617754223253,7.63912761162675e-05,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"CE",76.7,0,0.00368629818056394,0.00204835188529229,0.00212616153566427,0
"AB",21.6,0.00865265760197775,0.000750385333008842,0.00223303076125526,0.00240137056838599,1
"57",1.98,0.000497109275514304,0.000508124437731155,0.000756565449322938,0.00212616153566427,0
"7B",799,0,0.00147577651209445,0.00194574746569687,0.00212616153566427,0
"80",11.16,0.000497109275514304,0.000508124437731155,0.00194574746569687,0.00212616153566427,0
"F6",909.16,0,0.00393314595084039,0.00317649624806835,0.00212616153566427,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"7B",799,0,0.00147577651209445,0.00194574746569687,0.00212616153566427,0
"6E",38,0.000617283950617284,0.000269097514211712,0.00194574746569687,0.00212616153566427,0
"C8",37,0.000176980709102708,0.000735707794174925,0.00147911312974362,0.00212616153566427,0
"15",0.89,0.000528591515049,0.000508124437731155,0.00194574746569687,0.00240137056838599,0
