"CARD_ID","x1","x2","x3","x4","x5","y"
"EC",5,0,0.00343575144792382,0.00317649624806835,0.00240137056838599,0
"08",91.07,0,0.014207650273224,0.00209927187778465,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"EC",5,0,0.00343575144792382,0.00317649624806835,0.00240137056838599,0
"F2",8.99,0,0.00878573301862051,0.00223303076125526,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"23",16.3,0.0154035736290819,0.00420831141504471,0.000756565449322938,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"45",336,0,0,0.00194574746569687,0.00240137056838599,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"E3",67.23,0.000192492781520693,0.0012481472813792,7.63912761162675e-05,0.00212616153566427,0
"5C",2.54,0,0.00393314595084039,0.00317649624806835,0.00240137056838599,0
"67",8.99,0,0.00878573301862051,0.00209927187778465,0.00212616153566427,0
"19",8.99,0.000528591515049,0.000508124437731155,0.00234427327528466,0.00240137056838599,0
"EA",12,0,0.00204798127559977,0.00245905496987952,0.00212616153566427,1
"6D",13.03,0.000412614205717654,0.00343575144792382,0.00223303076125526,0.00240137056838599,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"7E",2.03,0.00161812297734628,0.000508124437731155,0.00194574746569687,0.00240137056838599,0
"24",3.99,0.000497109275514304,0.000508124437731155,0.00317649624806835,0.00212616153566427,0
"9E",0.69,0.00653630520990018,0.00344735421019042,0.00194574746569687,0.00240137056838599,0
"8D",50.94,0,0.00204798127559977,0.00223303076125526,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"0F",16.59,0.166666666666667,0.00308549815865432,0.00317649624806835,0.00212616153566427,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"27",398,0,0.00393314595084039,0.00194574746569687,0.00240137056838599,0
