"CARD_ID","x1","x2","x3","x4","x5","y"
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"E9",25,0,0.00359496704613541,0.00165627435697584,0.00240137056838599,0
"F8",9,0.000465187014125583,0.000236742424242424,0.00223303076125526,0.00240137056838599,0
"86",1.29,0.000497109275514304,0.000508124437731155,0.000756565449322938,0.00212616153566427,0
"E1",5.99,0.000192492781520693,0.000722920599220852,0.00204835188529229,0.00212616153566427,0
"C8",19.09,0,0.00190345894179579,0.00204835188529229,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"1D",0.73,0.00410935927541094,0.00344735421019042,0.00317649624806835,0.00212616153566427,0
"BA",2.16,0.00410935927541094,0.00344735421019042,0.00209927187778465,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"DD",6.99,0.00499375780274657,0.0010935118298098,0.00317649624806835,0.00212616153566427,0
"7A",72.9,0.0930232558139535,0.0102766798418972,0.00209927187778465,0.00240137056838599,0
"FA",29.74,0,0.00878573301862051,0.00317649624806835,0.00240137056838599,1
"EA",6.79,0.000412614205717654,0.00204798127559977,0.00179312222228798,0.00240137056838599,0
"19",0.89,0.00653630520990018,0.00344735421019042,0.00317649624806835,0.00240137056838599,0
"FE",149,0,0.000554733727810651,0.00194574746569687,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"C8",178,0.000662251655629139,0.0010935118298098,0.00209927187778465,0.00212616153566427,1
"41",389.75,0.482758620689655,0.00667121153097,0.00209927187778465,0.00212616153566427,1
"0C",1.98,0.000497109275514304,0.000508124437731155,0.00209927187778465,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"C8",58.98,0,0.000188046510170182,0.00209927187778465,0.00212616153566427,1
"67",14.88,0.000176980709102708,0.000735707794174925,0.00245905496987952,0.00212616153566427,0
"A6",359,0.000201694231544978,0.00147577651209445,0.00204835188529229,0.00212616153566427,0
"A5",30,0,0.000185477139942502,0.00245905496987952,0.00240137056838599,0
"5B",1.64,0,0,0.00286123032904149,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"41",2.01,0.000118116746592332,0.00094265894277174,0.00223303076125526,0.00240137056838599,0
"E6",199.11,0,0.00420831141504471,0.00209927187778465,0.00240137056838599,0
"BF",9.99,0.00410935927541094,0.00344735421019042,0.00317649624806835,0.00212616153566427,0
"B1",2.39,0,0,0.00317649624806835,0.00212616153566427,0
"C8",4.23,0,0.000188046510170182,0.00209927187778465,0.00212616153566427,1
"AE",0.89,0.00410935927541094,0.00344735421019042,0.00317649624806835,0.00212616153566427,0
"37",226.13,0.000735474380975729,0.000776556177708751,0.00147911312974362,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"FA",20,0.00805152979066022,0.0115354462985777,0.00317649624806835,0.00240137056838599,1
"DD",424.9,0,0.00161594398060867,0.00317649624806835,0.00212616153566427,1
"38",7.9,0.0106382978723404,0.000345801394732292,0.00223303076125526,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"A3",1.98,0.000497109275514304,0.000508124437731155,0.00194574746569687,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"90",45.89,0,0.00393314595084039,0.000668193967163039,0.00240137056838599,0
"C8",46.62,0,0.0010935118298098,0.00209927187778465,0.00212616153566427,1
"B1",0.89,0.000497109275514304,0.000508124437731155,0.00317649624806835,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"FA",7.43,0,0.000722920599220852,0.00317649624806835,0.00240137056838599,1
"38",5.17,0,0.00224880585027687,0.00223303076125526,0.00240137056838599,0
"15",292.43,0,0.0072463768115942,0.00286123032904149,0.00212616153566427,0
"57",4,0.571428571428571,0.00765110941086458,0.00286123032904149,0.00212616153566427,1
"F8",9,0.000465187014125583,0.000236742424242424,0.00223303076125526,0.00240137056838599,0
"FB",5.99,0.0002211900022119,0.00094265894277174,0.00223303076125526,0.00212616153566427,0
"57",6.6,0.9,0.00765110941086458,0.00286123032904149,0.00212616153566427,1
"C4",21,0.000118116746592332,0.00094265894277174,0.00245905496987952,0.00240137056838599,0
"57",875.05,0.0360824742268041,0.0161290322580645,0.00286123032904149,0.00212616153566427,1
"62",7.65,0,0.00181053832512804,0.00716666666666667,0.00240137056838599,0
"FA",7.43,0,0.00878573301862051,0.00317649624806835,0.00240137056838599,1
"FA",20,0.0127371273712737,0.0115354462985777,0.00317649624806835,0.00240137056838599,1
"39",38.85,0.000309380969035,0.00143008849557522,0.00209927187778465,0.00240137056838599,0
"BE",636.28,0.233333333333333,0.00393314595084039,0.00223303076125526,0.00240137056838599,1
"1D",0.73,0.00410935927541094,0.00344735421019042,0.00317649624806835,0.00212616153566427,0
"C9",45,0.00298126064735946,0.00359496704613541,0.001543630255153,0.00240137056838599,0
"C8",60.03,0,0.000188046510170182,0.00209927187778465,0.00212616153566427,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"FA",8.53,0,0.00878573301862051,0.00317649624806835,0.00240137056838599,1
"A1",576.66,0.230769230769231,0.230769230769231,0.0045617816091954,0.00212616153566427,1
"82",7.99,0.025,0.0160726764500349,0.00245905496987952,0.00212616153566427,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"46",77.97,0,0,0.00209927187778465,0.00240137056838599,0
"FA",14.87,0,0.00878573301862051,0.00317649624806835,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"BF",0,0.0408163265306122,0.00393314595084039,0.00245905496987952,0.00240137056838599,1
"BE",600.15,0.0160714285714286,0.0161839863713799,0.00223303076125526,0.00240137056838599,1
"4A",46.8,0,0.00359496704613541,0.00317649624806835,0.00212616153566427,0
"F8",2.3,0,0.00100742979473618,0.00223303076125526,0.00240137056838599,0
"A8",31.05,0,0.00303410755388157,0.00204835188529229,0.00212616153566427,0
"2F",9.99,0,0.00094265894277174,0.00194574746569687,0.00240137056838599,0
"46",77.97,0,0,0.00209927187778465,0.00240137056838599,0
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"BB",0,0,0.014207650273224,0.00209927187778465,0.00212616153566427,0
"FA",20,0.0782608695652174,0.0115354462985777,0.00317649624806835,0.00240137056838599,1
"3D",28.12,8.90128475209922e-05,0.00094265894277174,0.00317649624806835,0.00212616153566427,0
"9C",786.96,0.00540123456790123,0.00393314595084039,0.00194574746569687,0.00240137056838599,1
"A6",0,0,0.00344735421019042,6.73446023301232e-05,6.73446023301232e-05,0
"BF",2.83,0,0.00224880585027687,0.00245905496987952,0.00240137056838599,1
"F8",15.61,0,0.00177095631641086,0.00223303076125526,0.00240137056838599,1
"57",1252.91,0.0360824742268041,0.0161290322580645,0.00286123032904149,0.00212616153566427,1
"BB",0,0,0.014207650273224,0.00209927187778465,0.00212616153566427,0
"E9",19.99,0,0.00181053832512804,0.00223303076125526,0.00240137056838599,0
"DD",2,0.0158730158730159,0.00094265894277174,0.00317649624806835,0.00212616153566427,1
